,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
76039,200311190001,2003,11,19,,0,,214,Ukraine,9,Eastern Europe,Odessa (Oblast),Odessa,46.484583,30.7326,1.0,0,,"11/19/2003: Five unknown attackers severely beat Oleksandr Levit, a reporter for the Ukrainian newspaper Fakty I Kommentarii, in Odessa, Ukraine.  The attackers indicated that the beating was a response to the journalists critical articles.  No group claimed responsibility for the assault.",0,1,1,1.0,2.0,Other Crime Type,0.0,1,0,8,Unarmed Assault,,,,,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Fakty I Kommentarii Newspaper,"Oleksandr Levit, a reporter working for the Fakty I Kommentarii Newspaper in Odessa",214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,The attack was a response to the victim's critical reporting of the perpetrator's group.,0.0,,,0,5.0,0.0,0.0,,,,,,,,,,9,Melee,22.0,"Hands, Feet, Fists",,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,Fakty I Kommentarii did not believe that Levit's reporting had motivated the attack against him.,"Ukraine Journalist Receives Beating in Odessa, Interfax, November 20, 2003.","Ukrainian Journalist Beaten in Latest Attack, The Associated Press, November 20, 2003.",,CETIS,-9,-9,0,-9,
84755,200711070014,2007,11,7,,0,,214,Ukraine,9,Eastern Europe,Roztochia Upland,Lviv,49.839683,24.029717,1.0,0,,"11/07/2007: Unknown attackers released tear gas into a Russian-language school in Lviv, Ukraine. The school was evacuated and no one was injured. There were no media accounts of any group claiming responsibility for the attack.",1,1,1,0.0,,,0.0,0,0,8,Unarmed Assault,,,,,8,Educational Institution,49.0,School/University/Educational Building,Lviv Middle School Number 5,Students and teachers,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,Police suspected that it was a culturally-related attack - Russian symbols have been a target of vandalism.,0.0,,,0,,0.0,0.0,,,,,,,,,,2,Chemical,,,,,,,,,,,,,,,The agent was tear gas,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Russian-language school tear-gassed in Ukraine, hundreds evacuated,"" Deutsche Presse-Agentur, November 7, 2007.",,,CETIS,-9,-9,0,-9,
86513,200804210007,2008,4,21,,0,,214,Ukraine,9,Eastern Europe,Ukraine,Perechesk,50.430754,30.532801,1.0,0,"Shevchenko Park in Kyiv, Ukraine, Ukraine.","4/21/2008: On Monday, at 1910, an unidentified explosive device equivalent to some 100 grams of TNT went off in Shevchenko Park in Kyiv, Ukraine, Ukraine. The blast wounded two female students from the Taras Shevchenko National University, who were passing by at the moment of the explosion. The attack could have been a terrorist attack marking Adolf Hitler's birthday. No group claimed responsibility for the attack.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49.0,School/University/Educational Building,,Two female students from the Taras Shevchenko National University,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,The attack could have been a terrorist attack marking Adolf Hitler's birthday.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,An unidentified explosive device equivalent to some 100 grams of TNT.,0.0,0.0,0.0,2.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"World News Connection, ""Blast in Kyiv Park Could Have Been Committed to Mark Hitler's Birthday - Interior Minister,"" Interfax, April 23, 2008.","Lexis Nexis, ""Blast in Kyiv Park Could Have Been Committed to Mark Hitler's Birthday -  Interior Minister,"" Ukraine General Newswire, April 23, 2008.",,ISVG,-9,-9,0,-9,
90733,200902140013,2009,2,14,,0,,214,Ukraine,9,Eastern Europe,Ukraine,Odessa,46.484583,30.7326,1.0,0,The incident occured in Odessa.,"02/14/2009:  On Saturday, at 2300,  in Odesa, Odes'ka Oblast', Ukraine an improvised explosive device exploded when a police officer opened the door to his automobile. The police officer was injured in the incident and minor damage was caused to the vehicle.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,,Ukrainian police officer was the target.,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,An improvised explosive device was used in the attack.,0.0,0.0,,1.0,0.0,,1,3.0,Minor (likely < $1 million),,The attack caused minor damage to the vehicle.,0.0,,,,,,,,,,,,,,,,,"National Counterterrorism Center, ""One Police Officer Injured in Improvised Explosive Device Attack in Odesa, Odes'ka Oblast', Ukraine,"" Worldwide Incidents Tracking System (December 08, 2009).","Itar Tass News Agency (Russian Federation), ""Odessa Policeman Injured in Car Bomb Explosion,"" Itar Tass News Agency (Russian Federation), February 15, 2009",,ISVG,-9,-9,0,-9,
91015,200903110018,2009,3,11,,0,,214,Ukraine,9,Eastern Europe,Ukraine,Solomianka,50.422273,30.457787,1.0,0,The attack took place in Kiev.,"03/11/2009: On Wednesday, at 1230, on 3/8 Furmanova Street, Kiev, Ukraine, a RGD-5 type grenade was tossed from a moving car as it passed the office linked with Kiev's main railway station. It was thrown through the window of the sanitary control office by an unknown assailant; seven people were injured and the blast ranged about 20 meters. No damage or motive were reported and no group claimed responsibility.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,100.0,Train/Train Tracks/Trolley,,The office linked to Kiev's main railway station,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A RGD-5 type grenade was used in the attack.,0.0,0.0,0.0,7.0,0.0,0.0,-9,,,,It is unknown if the attack caused any property damage.,0.0,,,,,,,,,,,,,,,,,"Press TV, ""Grenade Attack Leaves Seven Injured in Kiev,"" http://www.presstv.ir/Detail.aspx?id=88268&sectionid=351020606 (March 11, 2009).","National Counterterrorism Center, ""Seven Civilians Wounded in Grenade Attack in Kiev, Ukraine,"" Worldwide Incidents Tracking System, December 22, 2009.",,ISVG,-9,-9,0,-9,
97507,201007280006,2010,7,28,,0,,214,Ukraine,9,Eastern Europe,Ukraine,Zaporozhye,47.8388,35.139567,1.0,0,The attack took place at St. Intercession Orthodox Church in Zaporozhye.,"07/28/2010: On Wednesday afternoon at about 1630, in Zaporizhzhya, Ukraine, a bomb blast killed an 80 year old nun and injured eight people at the St. Intercession Orthodox Church. The device was equivalent to 500 grams of TNT and damaged several windows and the floor of the church. No group claimed responsibility, although three people have been arrested in connection with the bombing; one of the suspects was identified as Yevhen Fedorchenko.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,St. Intercession Orthodox Church,St. Intercession Orthodox Church was targeted in the attack.,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,3.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,An explosive device equivalent to 500 grams of TNT was used in the attack.,1.0,0.0,0.0,8.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Several windows and the floor of the church were damaged in the attack.,0.0,,,,,,,,,,,,,,,,,"Xinhua News Agency, ""One Killed, Eight Injured in Ukraine Church Blast,"" Xinhua News Agency, July 29, 2010, http://news.xinhuanet.com/english2010/world/2010-07/29/c_13419832.htm.","Olzhas Auyezov & Dmitry Solovyov, ""Bomb at Ukrainian Church Kills One, Eight Wounded,"" Reuters, July 28, 2010, http://www.alertnet.org/thenews/newsdesk/LDE66R250.htm.","Interfax, ""Three Arrested for Ukrainian Church Bombing,"" World News Connection, Interfax, August 9, 2010.",ISVG,-9,-9,0,-9,
98735,201010220017,2010,10,22,,0,,214,Ukraine,9,Eastern Europe,Ukraine,Kirovohrad,48.507933,32.262316999999996,1.0,0,"The attack occurred at a police station in Kirovograd, Ukraine, Ukraine.","10/22/2010: On Friday night, in Kirovograd, Ukraine, Ukraine, in one of three related attacks, unknown assailants placed and then detonated an improvised explosive device outside a police station. The blast caused no casualties but damaged the windows of the station. No group claimed responsibility for the attack.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Ukrainian Law Enforcement,A police station was targeted in the attack.,213.0,Uganda,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack was to intimidate Ukrainian law enforcement.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,An improvised explosive device was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The attack damaged the windows of the police station.,0.0,,,,,,,,,,,,,,,,,"Press TV, ""Three Blasts Hit Central Ukraine,"" http://www.presstv.ir/detail/147767.html (October 22, 2010).","Wang Guanqun, ""Three Bombs Explode in Ukraine's Kirovograd Hours Before Yanukovych's Arrival,"" Xinhua News Agency, October 22, 2010, http://news.xinhuanet.com/english2010/world/2010-10/22/c_13570968.htm.","Itar Tass News Agency, ""Three Explosions Staged in Kirovograd, Ukraine,"" LexisNexis Academic, Itar Tass News Agency, October 22, 2010.",ISVG,-9,-9,1,1,"201010220017, 201010220018, 201010220019"
98736,201010220018,2010,10,22,,0,,214,Ukraine,9,Eastern Europe,Ukraine,Kirovohrad,48.507933,32.262316999999996,1.0,0,"The attack occurred outside a courthouse in Kirovograd, Ukraine, Ukraine.","10/22/2010: On Friday night, in Kirovograd, Ukraine, Ukraine, in one of three related attacks, unknown militants placed and then detonated an improvised explosive device outside a courthouse. There were no casualties or damages and no group claimed responsibility for the attack.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),14.0,Judge/Attorney/Court,Ukrainian Government,A court building was targeted in the attack.,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack was to intimidate the Ukrainian government.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,An improvised explosive device was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Press TV, ""Three Blasts Hit Central Ukraine,"" http://www.presstv.ir/detail/147767.html (October 22, 2010).","Wang Guanqun, ""Three Bombs Explode in Ukraine's Kirovograd Hours Before Yanukovych's Arrival,"" Xinhua News Agency, October 22, 2010, http://news.xinhuanet.com/english2010/world/2010-10/22/c_13570968.htm.","Itar Tass News Agency, ""Three Explosions Staged in Kirovograd, Ukraine,"" LexisNexis Academic, Itar Tass News Agency, October 22, 2010.",ISVG,-9,-9,0,-9,"201010220018, 201010220017, 201010220019"
98737,201010220019,2010,10,22,,0,,214,Ukraine,9,Eastern Europe,Ukraine,Kirovohrad,48.507933,32.262316999999996,1.0,0,"The attack occurred at the state prosecutors office in Kirovograd, Ukraine, Ukraine.","10/22/2010: On Friday night at 0350, in Kirovograd, Ukraine, Ukraine, in one of three related attacks, unknown militants placed and then detonated an improvised explosive device outside the Kirovograd regional state prosecutor's office. No damage was done to the office and no casualties were reported. No group claimed responsibility for the attack.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,Ukrainian Government,The regional state prosecutor's office,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack was to intimidate the Ukrainian government.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,An improvised explosive device was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Press TV, ""Three Blasts Hit Central Ukraine,"" http://www.presstv.ir/detail/147767.html (October 22, 2010).","Wang Guanqun, ""Three Bombs Explode in Ukraine's Kirovograd Hours Before Yanukovych's Arrival,"" Xinhua News Agency, October 22, 2010, http://news.xinhuanet.com/english2010/world/2010-10/22/c_13570968.htm.","Itar Tass News Agency, ""Three Explosions Staged in Kirovograd, Ukraine,"" LexisNexis Academic, Itar Tass News Agency, October 22, 2010.",ISVG,-9,-9,0,-9,"201010220019, 201010220017, 201010220018"
99962,201101200015,2011,1,20,,0,,214,Ukraine,9,Eastern Europe,Donetsk Oblast,Makiyivka,48.04668,37.942146,1.0,0,"The attack took place at a shopping center in the Makiyivka area of Donetsk, Ukraine, Ukraine.","01/20/2011: On Thursday night at 0400, in the town of Makiyivka, Donetsk city, Ukraine, Ukraine, in one of two related attacks, an improvised explosive device detonated at a shopping center, but no casualties or damages were reported. The second attack, targeting the office of a state owned coal company, took place only a few moments before. No group has claimed responsibility for the attack.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,1,Business,7.0,Retail/Grocery/Bakery,,A shopping center,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,An improvised explosive device was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if the attack caused any property damage.,0.0,,,,,,,,,,,,,,,,,"Jane's Intelligence, ""Improvised Explosive Device Attacks Target Commercial Properties in Ukraine's Donetsk,"" Terrorism Watch Report, Five Kanal TV, January 20, 2011.","Andrew Roche, ""UPDATE Three-Two Bombs Hit Eastern Ukraine,"" Reuters, January 20, 2011, http://www.trust.org/alertnet/news/update-3-two-bombs-hit-eastern-ukraine/.","Deng Shasha, ""Two Explosions Hit Eastern Ukraine,"" Xinhua News Agency, January 20, 2011, http://news.xinhuanet.com/english2010/world/2011-01/20/c_13700152.htm.",ISVG,-9,-9,0,-9,"201101200015, 201101200016"
99963,201101200016,2011,1,20,,0,,214,Ukraine,9,Eastern Europe,Donetsk Oblast,Makiyivka,48.04668,37.942146,1.0,0,"The attack took place at a state owned coal mining company's office building in the town of Makiyivka, Donetsk Region, Ukraine.","01/20/2011: On Thursday morning, in the town of Makiyivka, Donetsk city, Ukraine, Ukraine, in one of two related attacks, a state owned coal company office was targeted by an improvised explosive device, which was placed by unknown assailants. The explosion damaged the building and all of the windows on the first floor had been blown out. No casualties were reported and no group has claimed responsibility for the attack.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,1,Business,10.0,Mining,,A state owned coal company's office building,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,An improvised explosive device was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The attack damaged the office building and shattered all of the windows on the first floor.,0.0,,,,,,,,,,,,,,,,,"Jane's Intelligence, ""Improvised Explosive Device Attacks Target Commercial Properties in Ukraine's Donetsk,"" Terrorism Watch Report, Five Kanal TV, January 20, 2011.","Andrew Roche, ""UPDATE Three-Two Bombs Hit Eastern Ukraine,"" Reuters, January 20, 2011, http://www.trust.org/alertnet/news/update-3-two-bombs-hit-eastern-ukraine/.","Deng Shasha, ""Two Explosions Hit Eastern Ukraine,"" Xinhua News Agency, January 20, 2011, http://news.xinhuanet.com/english2010/world/2011-01/20/c_13700152.htm.",ISVG,-9,-9,0,-9,"201101200016, 201101200015"
104113,201111190022,2011,11,19,,0,,214,Ukraine,9,Eastern Europe,Kiev City Municipality,Kiev,50.4501,30.5234,1.0,0,Turgenevska Street,"11/19/2011: An unidentified explosive object detonated in the trunk of a car parked in an underground parking lot in Kiev, Ukraine.  Although the car was badly damaged, there were no other reported damages or injuries.  The reason behind the explosion is unknown and no one has claimed responsibility.",0,1,1,1.0,2.0,Other Crime Type,0.0,1,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,An unknown explosive device or substance planted in the trunk of a car,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The rear end of the car was damaged,0.0,,,,,,,,,,,,,,,,,"""Ukrainian police probe blast in underground car park in Kiev,"" Interfax-Ukraine News Agency, November 19, 2011.",,,START Primary Collection,-9,-9,1,1,
104838,201201030024,2012,1,3,,0,,214,Ukraine,9,Eastern Europe,Poltava,Kremenchuk,49.065783,33.410033,1.0,0,Near house No 45 on Avtokrazovskyy Boulevard,"01/03/2012: A grenade exploded near a house in Kremenchuk city, Poltava oblast, Ukraine. One person was killed and one injured in the blast. No group claimed responsibility for the attack.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""One killed, one injured in grenade blast in central Ukraine,"" Interfax-Ukraine news agency, Kiev, January 3, 2012.",,,START Primary Collection,-9,-9,0,-9,
107335,201204270004,2012,4,27,,0,,214,Ukraine,9,Eastern Europe,Dnipropetrovsk,Dnipropetrovsk,48.442791,35.02216,1.0,0,,"04/27/2012: An explosive device placed in a garbage can detonated near a tram stop in Dnipropetrovsk city, Dnipropetrovsk oblast, Ukraine. This was one of five coordinated incidents in Dnipropetrovsk city on this date, four of which resulted in 31 total injuries. No group claimed responsibility for these attacks.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,100.0,Train/Train Tracks/Trolley,Unknown,Tram Station,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,4.0,0.0,,,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,A makeshift coated explosive device of propellant action creating an explosion equivalent to 160 grams of TNT that was hidden in a trash can constructed from reinforced concrete and asbestos to act as shrapnel was used in the attack.,0.0,0.0,0.0,8.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A garbage can was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers represent an equal division across 201204270004, 201204270005, 201204270006, and 201204270007.","""Three men sought over Ukraine blasts,"" Agence France Presse, April 29, 2012.","""Two arrested in Dnipropetrovsk bombings case, says prosecutor's office,"" Interfax: Ukrainian General Newswire, May 31, 2012.","""Seven people injured in Dnipropetrovsk blasts still hospitalized,"" Interfax: Ukrainian General Newswire, May 11, 2012.",START Primary Collection,-9,-9,0,-9,"201204270004, 201204270005, 201204270006, 201204270007, 201204270009"
107336,201204270005,2012,4,27,,0,,214,Ukraine,9,Eastern Europe,Dnipropetrovsk,Dnipropetrovsk,48.442791,35.02216,1.0,0,,"04/27/2012: An explosive device placed in a garbage can detonated near a movie theater in Dnipropetrovsk city, Dnipropetrovsk oblast, Ukraine. This was one of five coordinated incidents in Dnipropetrovsk city on this date, four of which resulted in 31 total injuries. No group claimed responsibility for these attacks.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Unknown,Cineman,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,4.0,0.0,,,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,A makeshift coated explosive device of propellant action creating an explosion equivalent to 160 grams of TNT that was hidden in a trash can constructed from reinforced concrete and asbestos to act as shrapnel was used in the attack.,0.0,0.0,0.0,8.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The garbage can was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers represent an equal division across 201204270004, 201204270005, 201204270006, and 201204270007.","""27 injured in Ukraine blasts as Euro 2012 looms,"" Agence France Presse, April 27, 2012.","""Two arrested in Dnipropetrovsk bombings case, says prosecutor's office,"" Interfax: Ukrainian General Newswire, May 31, 2012.","""Seven people injured in Dnipropetrovsk blasts still hospitalized,"" Interfax: Ukrainian General Newswire, May 11, 2012.",START Primary Collection,-9,-9,0,-9,"201204270004, 201204270005, 201204270006, 201204270007, 201204270009"
107337,201204270006,2012,4,27,,0,,214,Ukraine,9,Eastern Europe,Dnipropetrovsk,Dnipropetrovsk,48.442791,35.02216,1.0,0,,"04/27/2012: An explosive device placed in a garbage can detonated near a railway station in Dnipropetrovsk city, Dnipropetrovsk oblast, Ukraine. This was one of five coordinated incidents in Dnipropetrovsk city on this date, four of which resulted in 31 total injuries. No group claimed responsibility for these attacks.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,100.0,Train/Train Tracks/Trolley,Unknown,Railway Station,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,4.0,0.0,,,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,A makeshift coated explosive device of propellant action creating an explosion equivalent to 160 grams of TNT that was hidden in a trash can constructed from reinforced concrete and asbestos to act as shrapnel was used in the attack.,0.0,0.0,0.0,8.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A garbage can was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers represent an equal division across 201204270004, 201204270005, 201204270006, and 201204270007.","""Two arrested in Dnipropetrovsk bombings case, says prosecutor's office,"" Interfax: Ukrainian General Newswire, May 31, 2012.","""Seven people injured in Dnipropetrovsk blasts still hospitalized,"" Interfax: Ukrainian General Newswire, May 11, 2012.","""Ukraine bomb blasts injure dozens ahead of Euro 2012,"" Guardian.co.uk, April 28, 2012.",START Primary Collection,-9,-9,0,-9,"201204270004, 201204270005, 201204270006, 201204270007, 201204270009"
107338,201204270007,2012,4,27,,0,,214,Ukraine,9,Eastern Europe,Dnipropetrovsk,Dnipropetrovsk,48.442791,35.02216,1.0,0,,"04/27/2012: An explosive device placed in a garbage can detonated near the city center in Dnipropetrovsk city, Dnipropetrovsk oblast, Ukraine. This was one of five coordinated incidents in Dnipropetrovsk city on this date, four of which resulted in 31 total injuries. No group claimed responsibility for these attacks.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,4.0,0.0,,,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,A makeshift coated explosive device of propellant action creating an explosion equivalent to 160 grams of TNT that was hidden in a trash can constructed from reinforced concrete and asbestos to act as shrapnel was used in the attack.,0.0,0.0,0.0,7.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A garbage can was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers represent an equal division across 201204270004, 201204270005, 201204270006, and 201204270007.","""Two arrested in Dnipropetrovsk bombings case, says prosecutor's office,"" Interfax: Ukrainian General Newswire, May 31, 2012.","""Seven people injured in Dnipropetrovsk blasts still hospitalized,"" Interfax: Ukrainian General Newswire, May 11, 2012.","""Dozens injured after bombs go off in Ukraine,"" The Daily Gleaner (New Brunswick), April 28, 2012.",START Primary Collection,-9,-9,0,-9,"201204270004, 201204270005, 201204270006, 201204270007, 201204270009"
